siteName,siteStatus,siteOperation,siteState,siteZip,siteDistrict,siteCounty,contactPhone,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,_updatedOn,siteAddress
McLane Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"200 Delphi Rd. SW, Olympia"
Olympia Regional Learning Academy,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2400 15th Ave SE, Olympia"
Pioneer Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1655 Carlyon Ave SE, Olympia"
Roosevelt Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1417 San FRancisco St NE, Olympia"
Jefferson Middle School,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2200 Conger Ave NW, Olympia"
1209 Fern Street SW (Fern Street near Fern Ridge Place SW),,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,
"515 Courtside St SW, Olympia (Courtside Street near 5th Ave; off of Capital Mall Drive SW)",,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,
McLane Fire Station #94 (Near Copperfield Drive NW and 60th Lane NW),,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"6005 Cooper Point Rd. NW, Olympia"
Skateland Skate Center (Off of South Bay ROad NE; cross street 12th Ave NE),,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2725 12th Ave NE, Olympia"
"Friendly Grove Park (Off of Friendly Grove Road NE, cross street 25th Lane NE)",,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2316 Friendly Grove Road NE, Olympia"
Gull Harbor Lutheran Church (On Boston Harbor Road NE; Cross Street 46th Avenue NE),,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"4610 Boston Harbor Road NE, Olympia"
Rainer Elementary School,,M-F 11:00AM-1:00PM,WA,,Rainier,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2410 Stryker Ave, Joint Base Lewis-McChord"
Swede Hall Parking Lot,,M-F 12:00AM-1:00PM,WA,,Rochester,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"18543 Albany St SW, Rochester"
Rochester High School,,M-F 11:00AM-12:00PM,WA,,Rochester,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"19800 Carper Rd SW, Rochester"
201st @Prarie Pines Park,,M-F 11:00AM,WA,,Rochester,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"6411 201st Ave SW, Centralia"
Bus Garage Parking Lot,,M-F 11:40AM,WA,,Rochester,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"7505 183rd Ave, Rochester"
Boys and Girls Club,,M-F 12:00PM,WA,,Rochester,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"10140 Highway 12 SW, Rochester"
Bucoda Community Center,,M-F 11:00AM-1:00PM,WA,,Tenino,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"101A E 7th St, Bucoda"
Tenino Middle School,,M-F 11:00AM-1:00PM,WA,,Tenino,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"301 Old Hwy 99 SE, Tenino"
Fire Station #43 Violet Prairie,,M-F 11:00AM-1:00PM,WA,,Tenino,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"17134 Old Hwy 99 SE, Tenino"
Tenino Food Bank Meals for All,,Tu 9:00AM-11:00AM and Th 4:00PM-6:00PM,WA,,Tenino,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,
Bucoda Food Bank for All,,Tu 1:00PM-3:00PM and 11:00AM-1:00PM,WA,,Tenino,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,
East Olympia Elementary,,M-F 11:30AM-1:00PM and 5:00PM-6:00PM,WA,,Tumwater,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"8700 Rich Rd SE, Olympia"
Littlerock Elementary,,M-F 11:30AM-1:00PM and 5:00PM-6:00PM,WA,,Tumwater,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"12710 Littlerock Rd SW, Olympia"
Michael T. Simmons Elementary,,M-F 11:30AM-1:00PM and 5:00PM-6:00PM,WA,,Tumwater,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1205 South 2nd Ave SW, Tumwater"
Tumwater High School,,M-F 11:30AM-1:00PM and 5:00PM-6:00PM,WA,,Tumwater,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"700 Israel Rd SW, Tumwater"
Fort Stevens Elementary School,,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"16525 100th Way SE, Yelm"
McKenna Elementary School,,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"35120 SR 507 S, Roy"
Southworth Elementary School,,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"13849 Yelm Hwy SE, Yelm"
Ridgeline Middle School,,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"10605 Carter St SE, Yelm"
Yelm High School (Tornado Alley Parent Drop Off Zone),,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1315 W Yelm Ave, Yelm"
Dylan’s Corner/Mackey’s Store,,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"15201 Vail Road SE, Yelm"
Clearwood Front & Back Gates,,M-F 11:00AM-12:30PM,WA,,Yelm,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"21603 N Clear Lake Blvd SE, Yelm"
J.A. Wendt Elementary School,,M-F 10:00-11:30 PM,WA,,Wahkiakum ,Wahkiakum County,,,,,,,Sat Apr 11 05:41:06 2020,"265 S 3rd St, Cathlamet"
Davis Elementary School,,M-F 11:30AM-1:00PM,WA,,College Place,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"31 SE Ash St, College Place"
College Place High School (CPHS),,M- F 11:30AM-1:00PM,WA,,College Place,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"1755 S College Ave, Collage Place"
Farm Labor Homes,,M-F 11:30AM-1:00PM,WA,,College Place,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"165 Labor Camp Rd, Walla Walla"
Columbia Elementary School,,M-F 11:30AM-1:00PM,WA,,Columbia ,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"977 Maple St (170.46 mi), Burbank"
202 Harmon St.,,M-F 9:00AM-9:15AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,
705 Maple St.,,M-F 9:20AM-9:35AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,
Whiskey Canyon Parking Lot,,M-F 9:40AM-9:55AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"701 Preston Ave, Waitsburg"
High School Parking Lot,,M-F 10:00AM-10:15AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,
900 Caroline St (side of football field),,M-F 10:20AM-10:35AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,
Preston Hall Parking Lot,,M-F 10:40AM-10:55AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"605 Main St, Waitsburg"
Catholic Church Parking Lot,,M-F 11AM-11:15AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,
Waitsburg Grocery Store Parking Lot,,M-F 11:20AM-11:35AM,WA,,Waitsburg,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"200 Main St, Waitsburg"
Sharpstein Elementary School,,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"410 Howard Street, Walla Walla"
Blue Ridge (Round-a-bout in front of main entrance),,M-F 11:00AM-1:00AM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"1150 W Chestnut St, Walla Walla"
Garrison Middle School,,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"906 Chase Ave, Walla Walla"
Pioneer Middle School,,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"450 Bridge St, Walla Walla"
Prospect Point Elementary (Near bus loop along Howard),,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"55 Reser Rd, Walla Walla"
Berney Elementary (Near staff parking along School Ave),,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"1718 Pleasant St, Walla Walla"
Edison Elementary (Front of school),,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"1315 E Alder St, Walla Walla"
Green Park Elementary (Near gym entrance),,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"1105 E Isaacs Ave, Walla Walla"
Lincoln High School (4th st.),,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"421 S 4th Ave, Walla Walla"
Vista Terrace Park,,M-F11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"920 Mountain Park Dr, Walla Walla"
Washington Park,,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"700 W Cherry St, Walla Walla"
Veterans Memorial Park,,M-F 11:00AM-1:00PM,WA,,Walla Walla,Walla Walla County,,,,,,,Sat Apr 11 05:41:06 2020,"505 E Reese Ave (202.54 mi), Walla Walla"
Blaine High School (Parking lot behind new BHS grandstands),,M-F 11:00AM-12:00PM,WA,,Blaine,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,"1055 Street, Blaine"
Fisher Elementary School,,M-F 11:00AM-12:30PM,WA,,Lynden,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,"501 14th St, Lynden"
Isom Elementary School,,M-F 11:00AM -12:30PM,WA,,Lynden,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,"8461 Benson Rd, Lynden"
Bernice Vossbeck Elementary,,M-F 11:00AM-12:30PM,WA,,Lynden,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,"1301 E Bridgeview Dr, Lynden"
Lynden Middle School,,M-F 11:00AM-12:30PM,WA,,Lynden,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,"8750 Line Rd, Lynden"
Meridian Middle School,,M-F 11:30AM-12:30PM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,"861 Ten Mile Rd, Lynden"
Pollman Circle,,11:00AM-11:30AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,South end of Vail Dr.
Mobile Lane,,11:00AM-11:15AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,
Mormon Church,,11:20AM-11:35AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,5800 Northwest Dr.
Cordata Presbyterian Church,,11:00AM-11:30AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,400 Meadowbrook Ct.
Pacific Rim Apartments,,11:00AM-11:30AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,
Truth Tabernacle,,11:00AM-11:30AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,901 54th Terrace
New Life Fellowship,,11:00AM-11:30AM,WA,,Meridian,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,810 E. Pole Rd.
Reverse the Baker Bus,,Meals delivered through morning routine elementary bus routes Tuesday and Friday between 10:00AM-12:00PM,WA,,Mount Baker,Whatcom County,,,,,,,Sat Apr 11 05:41:06 2020,
Jennings Elementary School,,M-F 8:00AM-10:00AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"1207 N Morton St, Colfax"
Pearson Farm and Fence,,M-F Shortly before 8:00AM- 8:15AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"601 N Main St, Colfax"
Ace Hardware,,M-F Shortly before 8:00AM- 8:15AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"610 S Main St, Colfax"
Catholic Church parking lot,,M-F Shortly before 8:00AM- 8:15AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,
Lookout Park (Thorn Hill),,M-F Shortly before 8:00AM- 8:15AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,
Hauser Heights,,M-F Shortly before 8:00AM- 8:15AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,
10th Street,,M-F Shortly before 8:00AM- 8:15AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,
Rural Bus Route,,M-F 8:30AM-9:30AM,WA,,Colfax,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,A school bus will deliver to the regular bus stop.
Franklin Elementary School,,M-F 8:30AM-11:30AM and 11:30AM-12:15PM,WA,,Pullman,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"850 SE Klemgard St, Pullman"
Jefferson Elementary School,,M-F 8:30AM-11:30AM and 11:30AM-12:15PM,WA,,Pullman,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"1150 NW Bryant St, Pullman"
Kamiak Elementary School,,M-F 8:30AM-11:30AM and 11:30AM-12:15PM,WA,,Pullman,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,1400 NW Terre View Dr
Sunnyside Elementary School,,M-F 8:30AM-11:30AM and 11:30AM-12:15PM,WA,,Pullman,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"425 SW Shirley St, Pullman"
Lincoln Middle School,,M-F 8:30AM-11:30AM and 11:30AM-12:15PM,WA,,Pullman,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"315 SE Crestview St, Pullman"
Pullman High School,,M-F 8:30AM-11:30AM and 11:30AM-12:15PM,WA,,Pullman,Whitman County,,,,,,,Sat Apr 11 05:41:06 2020,"510 NW Greyhound Way, Pullman"
Terrace Heights Elementary ,,F 11:00AM-12:30PM,WA,,East Valley,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"101 N 41st St, Yakima"
Moxee Elementary,,F 11:00AM-12:30PM,WA,,East Valley,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"528 E Seattle, Yakima"
McClure Elementary School,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"811 W 2nd St, Grandview"
Grandview Middle School,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1401 W 2nd St, Grandview"
Arthur .H. Smith Elementary School,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"205 Fir St, Grandview"
Eberle PlaceButternut & Briar Ct.,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Larson & Beacon,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Arteaga Circle,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Water Tower Park (Velma & King St.),,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Hillcrest & Vista,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Eastside Park (Third & Cedar),,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Grandridge Mobile Home Park,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
ABC Daycare – 620 Grandridge Rd.,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Munson Lane (between Wolfe & Division),,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Broadview & Nicka,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Nicka & Division,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Pettyville,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Vineyard Apartment on Nicka,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Carriage Square Court,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Pleasant & Ella Loop,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Lamplighter,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
DeAngela Ct.,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Stir Crazy,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Wine Country & Vial,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Birch (between Adam & Washington),,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Washington & N. Elm,,M-F 12:00PM-1:00PM,WA,,Grandview,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Highland Junior High School,,Th 9:00AM-6:00PM,WA,,Highland,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"17000 Summitview Rd, Cowiche"
Artz Fox Elementary School (parking lot),,M-F 10:30AM-12:00PM,WA,,Mabton,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"805 Washington St, Mabton"
Park Bus Stop (Outside of city limits at normal pick-up/drop-off bus locations),,M-F 10:30AM-12:00PM,WA,,Mabton,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
White Swan High School,,M-F 11:00AM-1:00PM,WA,,Mount Adams,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"621 Signal Peak Rd, White Swan"
Harrah Elementary School,,M-F 11:00AM-1:00PM,WA,,Mount Adams,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"3851 Harrah Rd, Harrah"
Naches Valley Middle School,,M-F 10:00AM-12:00PM,WA,,Naches Valley,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"24 Schafer Ave, Naches"
Memorial Bible Church,,M-F 11:00AM-12:00PM,WA,,Naches Valley,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"111 Old Stage Way, Naches"
Conrad Rd near Longmire Ln (Wenas site),,M-F 11:00AM-12:00PM,WA,,Naches Valley,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Woodshed (gravel parking lot),,M-F 11:00AM-12:00PM,WA,,Naches Valley,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"8520 Hwy 410, Naches"
John Campbell Elementary School,,M-F 10:30AM-12:00PM,WA,,Selah,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"408 N 1st St, Selah"
Selah High School,,M-F 10:30AM-12:00PM,WA,,Selah,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"801 N 1st St, Selah"
Sunnyside High School,,M- F 10:00AM-11:00AM,WA,,Sunnyside,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1801 E Edison Ave, Sunnyside"
Sierra Vista Middle School,,M- F 10:30AM-11:30AM,WA,,Sunnyside,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"916 N 16th St, Sunnyside"
Washington Elementary School,,M- F 11:00AM-12:30PM,WA,,Sunnyside,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1101 S 9th St, Sunnyside"
Outlook Elementary School,,M- F 11:00AM-1:00PM,WA,,Sunnyside,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"3800 Van Belle Rd, Outlook"
Sun Valley Elementary School,,M- F 11:30AM-PM12:30PM,WA,,Sunnyside,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1220 N 16th St, Sunnyside"
Chief Kamiakin Elementary School,,M- F 12:00pm-1:00PM,WA,,Sunnyside,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1700 E Lincoln Ave, Sunnyside"
Kirkwood Elementary,,M-F 10:00AM-12:00PM,WA,,Toppenish,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"403 S Juniper St, Toppenish"
Valley View Elementary,,M-F 10:00AM-12:00PM,WA,,Toppenish,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"515 Zillah Dr, Toppenish"
Toppenish Middle School,,M-F 10:00AM-12:00PM,WA,,Toppenish,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"104 Goldendale Ave, Toppenish"
Buena and Willow Tree,,M-F 10:00AM-12:00PM,WA,,Toppenish,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,
Union Gap School,,M-F 10:30AM-12:00PM,WA,,Union Gap,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"3201 South 4th Street, Union Gap"
Simcoe Elementary School,,M-F 9:30AM-12:30PM,WA,,Wapato,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1307 S Camas Ave, Wapato"
Wapato High School,,M-F 9:30AM-12:30PM,WA,,Wapato,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1202 S Camas Ave, Wapato"
Wapato Middle School,,M-F 9:30AM-12:30PM,WA,,Wapato,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"1309 Kateri Lane Ln, Wapato"
Washington Middle School,,M-F 10:30AM-until done,WA,,Yakima,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"510 S 9th St, Yakima"
A.C Davis High School,,M-F 10:30AM-until done,WA,,Yakima,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"212 S 6th Ave, Yakima"
D.D Eisenhower High School,,M-F 10:30AM-until done,WA,,Yakima,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"611 S 44th Ave, Yakima"
Hilton Elementary School,,Th 11:00AM-12:30PM,WA,,Zillah,Yakima County,,,,,,,Sat Apr 11 05:41:06 2020,"213 4th Ave, Zillah"
